ResId,Res_rating,streetAddress,district,region,Res_pos_score,Res_price_score,Res_food_score,Res_atmosphere_score,Res_services_score
6821,6.8,"24T2 Hoàng Đạo Thúy, P. Trung Hòa",Quận Cầu Giấy,Hà Nội,7.3,7.1,7.0,6.3,6.2
7311,7.3,"24T2 Hoàng Đạo Thúy, P. Trung Hòa",Quận Cầu Giấy,Hà Nội,7.6,7.4,7.4,7.4,6.5
7311,7.3,"24T2 Hoàng Đạo Thúy, P. Trung Hòa",Quận Cầu Giấy,Hà Nội,7.6,7.4,7.4,7.4,6.5
267842,7.8,"18 Ngách 5 Ngõ 112 Hoàng Quốc Việt, P. Nghĩa Tân",Quận Cầu Giấy,Hà Nội,8.0,8.0,8.0,7.8,7.4
267842,7.8,"18 Ngách 5 Ngõ 112 Hoàng Quốc Việt, P. Nghĩa Tân",Quận Cầu Giấy,Hà Nội,8.0,8.0,8.0,7.8,7.4
267842,7.8,"18 Ngách 5 Ngõ 112 Hoàng Quốc Việt, P. Nghĩa Tân",Quận Cầu Giấy,Hà Nội,8.0,8.0,8.0,7.8,7.4
267842,7.8,"18 Ngách 5 Ngõ 112 Hoàng Quốc Việt, P. Nghĩa Tân",Quận Cầu Giấy,Hà Nội,8.0,8.0,8.0,7.8,7.4
267842,7.8,"18 Ngách 5 Ngõ 112 Hoàng Quốc Việt, P. Nghĩa Tân",Quận Cầu Giấy,Hà Nội,8.0,8.0,8.0,7.8,7.4
703854,9.3,"Tầng M, Tòa 148 Tower, 148 Hoàng Quốc Việt",Quận Cầu Giấy,Hà Nội,9.4,9.4,9.3,9.2,9.0
703854,9.3,"Tầng M, Tòa 148 Tower, 148 Hoàng Quốc Việt",Quận Cầu Giấy,Hà Nội,9.4,9.4,9.3,9.2,9.0
703854,9.3,"Tầng M, Tòa 148 Tower, 148 Hoàng Quốc Việt",Quận Cầu Giấy,Hà Nội,9.4,9.4,9.3,9.2,9.0
703854,9.3,"Tầng M, Tòa 148 Tower, 148 Hoàng Quốc Việt",Quận Cầu Giấy,Hà Nội,9.4,9.4,9.3,9.2,9.0
703854,9.3,"Tầng M, Tòa 148 Tower, 148 Hoàng Quốc Việt",Quận Cầu Giấy,Hà Nội,9.4,9.4,9.3,9.2,9.0
703854,9.3,"Tầng M, Tòa 148 Tower, 148 Hoàng Quốc Việt",Quận Cầu Giấy,Hà Nội,9.4,9.4,9.3,9.2,9.0
7311,7.3,"24T2 Hoàng Đạo Thúy, P. Trung Hòa",Quận Cầu Giấy,Hà Nội,7.6,7.4,7.4,7.4,6.5
939490,1.0,B41 Ngõ 36 Duy Tân,Quận Cầu Giấy,Hà Nội,1.0,1.0,1.0,1.0,1.0
36961,7.2,"Tầng 1, Big C Thăng Long, 222 Trần Duy Hưng",Quận Cầu Giấy,Hà Nội,7.6,7.4,7.3,6.8,6.8
939490,1.0,B41 Ngõ 36 Duy Tân,Quận Cầu Giấy,Hà Nội,1.0,1.0,1.0,1.0,1.0
222719,5.1,"23 Ngách 1 Ngõ 105 Doãn Kế Thiện, P. Mai Dịch",Quận Cầu Giấy,Hà Nội,5.4,5.3,5.0,4.9,4.7
222719,5.1,"23 Ngách 1 Ngõ 105 Doãn Kế Thiện, P. Mai Dịch",Quận Cầu Giấy,Hà Nội,5.4,5.3,5.0,4.9,4.7
222719,5.1,"23 Ngách 1 Ngõ 105 Doãn Kế Thiện, P. Mai Dịch",Quận Cầu Giấy,Hà Nội,5.4,5.3,5.0,4.9,4.7
707353,7.0,57 Trần Quốc Hoàn,Quận Cầu Giấy,Hà Nội,7.4,7.3,6.9,6.9,6.4
707353,7.0,57 Trần Quốc Hoàn,Quận Cầu Giấy,Hà Nội,7.4,7.3,6.9,6.9,6.4
659151,7.5,36 Trung Hòa,Quận Cầu Giấy,Hà Nội,8.1,7.7,7.6,7.3,7.0
659151,7.5,36 Trung Hòa,Quận Cầu Giấy,Hà Nội,8.1,7.7,7.6,7.3,7.0
774887,7.7,"Tầng 5, Discovery Complexm 302 Cầu Giấy",Quận Cầu Giấy,Hà Nội,9.0,7.5,7.5,7.3,7.0
1015725,9.0,"51 Trần Cung, P. Nghĩa Tân",Quận Cầu Giấy,Hà Nội,9.5,9.2,8.9,8.7,8.6
1015725,9.0,"51 Trần Cung, P. Nghĩa Tân",Quận Cầu Giấy,Hà Nội,9.5,9.2,8.9,8.7,8.6
1015725,9.0,"51 Trần Cung, P. Nghĩa Tân",Quận Cầu Giấy,Hà Nội,9.5,9.2,8.9,8.7,8.6
774887,7.7,"Tầng 5, Discovery Complexm 302 Cầu Giấy",Quận Cầu Giấy,Hà Nội,9.0,7.5,7.5,7.3,7.0
659151,7.5,36 Trung Hòa,Quận Cầu Giấy,Hà Nội,8.1,7.7,7.6,7.3,7.0
659151,7.5,36 Trung Hòa,Quận Cầu Giấy,Hà Nội,8.1,7.7,7.6,7.3,7.0
659151,7.5,36 Trung Hòa,Quận Cầu Giấy,Hà Nội,8.1,7.7,7.6,7.3,7.0
1015725,9.0,"51 Trần Cung, P. Nghĩa Tân",Quận Cầu Giấy,Hà Nội,9.5,9.2,8.9,8.7,8.6
1015725,9.0,"51 Trần Cung, P. Nghĩa Tân",Quận Cầu Giấy,Hà Nội,9.5,9.2,8.9,8.7,8.6
1015725,9.0,"51 Trần Cung, P. Nghĩa Tân",Quận Cầu Giấy,Hà Nội,9.5,9.2,8.9,8.7,8.6
1015725,9.0,"51 Trần Cung, P. Nghĩa Tân",Quận Cầu Giấy,Hà Nội,9.5,9.2,8.9,8.7,8.6
659151,7.5,36 Trung Hòa,Quận Cầu Giấy,Hà Nội,8.1,7.7,7.6,7.3,7.0
1018720,8.3,1 Ngõ 12 Nguyễn Văn Huyên,Quận Cầu Giấy,Hà Nội,8.9,8.7,8.4,7.9,7.8
1018720,8.3,1 Ngõ 12 Nguyễn Văn Huyên,Quận Cầu Giấy,Hà Nội,8.9,8.7,8.4,7.9,7.8
1018720,8.3,1 Ngõ 12 Nguyễn Văn Huyên,Quận Cầu Giấy,Hà Nội,8.9,8.7,8.4,7.9,7.8
1018720,8.3,1 Ngõ 12 Nguyễn Văn Huyên,Quận Cầu Giấy,Hà Nội,8.9,8.7,8.4,7.9,7.8
707353,7.0,57 Trần Quốc Hoàn,Quận Cầu Giấy,Hà Nội,7.4,7.3,6.9,6.9,6.4
707353,7.0,57 Trần Quốc Hoàn,Quận Cầu Giấy,Hà Nội,7.4,7.3,6.9,6.9,6.4
707353,7.0,57 Trần Quốc Hoàn,Quận Cầu Giấy,Hà Nội,7.4,7.3,6.9,6.9,6.4
805136,6.9,"IPH Xuân Thủy, 239 Xuân Thủy",Quận Cầu Giấy,Hà Nội,7.2,7.1,7.0,6.9,6.5
127853,7.0,108 D5 Trần Thái Tông,Quận Cầu Giấy,Hà Nội,7.6,7.4,7.2,6.8,6.3
127853,7.0,108 D5 Trần Thái Tông,Quận Cầu Giấy,Hà Nội,7.6,7.4,7.2,6.8,6.3
127853,7.0,108 D5 Trần Thái Tông,Quận Cầu Giấy,Hà Nội,7.6,7.4,7.2,6.8,6.3
127853,7.0,108 D5 Trần Thái Tông,Quận Cầu Giấy,Hà Nội,7.6,7.4,7.2,6.8,6.3
772661,7.6,"Tầng 1, Tòa Nhà N04 UDIC Complex, Hoàng Đạo Thúy",Quận Cầu Giấy,Hà Nội,7.7,7.6,7.6,7.6,7.5
127853,7.0,108 D5 Trần Thái Tông,Quận Cầu Giấy,Hà Nội,7.6,7.4,7.2,6.8,6.3
772661,7.6,"Tầng 1, Tòa Nhà N04 UDIC Complex, Hoàng Đạo Thúy",Quận Cầu Giấy,Hà Nội,7.7,7.6,7.6,7.6,7.5
127853,7.0,108 D5 Trần Thái Tông,Quận Cầu Giấy,Hà Nội,7.6,7.4,7.2,6.8,6.3
772661,7.6,"Tầng 1, Tòa Nhà N04 UDIC Complex, Hoàng Đạo Thúy",Quận Cầu Giấy,Hà Nội,7.7,7.6,7.6,7.6,7.5
1029174,8.4,"Tầng 1, TTTM Big C Thăng Long, 222 Trần Duy Hưng, P. Trung Hòa",Quận Cầu Giấy,Hà Nội,8.6,8.6,8.2,8.2,8.2
971082,7.6,Vincom Trần Duy Hưng,Quận Cầu Giấy,Hà Nội,8.2,7.5,7.5,7.4,7.3
971082,7.6,Vincom Trần Duy Hưng,Quận Cầu Giấy,Hà Nội,8.2,7.5,7.5,7.4,7.3
971082,7.6,Vincom Trần Duy Hưng,Quận Cầu Giấy,Hà Nội,8.2,7.5,7.5,7.4,7.3
971082,7.6,Vincom Trần Duy Hưng,Quận Cầu Giấy,Hà Nội,8.2,7.5,7.5,7.4,7.3
36961,7.2,"Tầng 1, Big C Thăng Long, 222 Trần Duy Hưng",Quận Cầu Giấy,Hà Nội,7.6,7.4,7.3,6.8,6.8
36961,7.2,"Tầng 1, Big C Thăng Long, 222 Trần Duy Hưng",Quận Cầu Giấy,Hà Nội,7.6,7.4,7.3,6.8,6.8
36961,7.2,"Tầng 1, Big C Thăng Long, 222 Trần Duy Hưng",Quận Cầu Giấy,Hà Nội,7.6,7.4,7.3,6.8,6.8
36961,7.2,"Tầng 1, Big C Thăng Long, 222 Trần Duy Hưng",Quận Cầu Giấy,Hà Nội,7.6,7.4,7.3,6.8,6.8
36961,7.2,"Tầng 1, Big C Thăng Long, 222 Trần Duy Hưng",Quận Cầu Giấy,Hà Nội,7.6,7.4,7.3,6.8,6.8
1013764,8.2,119 Ngõ 79 Cầu Giấy,Quận Cầu Giấy,Hà Nội,8.9,8.8,8.5,7.6,7.4
196065,5.2,29 Nguyễn Khánh Toàn,Quận Cầu Giấy,Hà Nội,6.2,5.6,5.0,4.9,4.2
1066714,9.8,"103, D5, lô C, Trần Thái Tông, P. Dịch Vọng Hậu",Quận Cầu Giấy,Hà Nội,9.9,9.9,9.9,9.9,9.5
677252,7.0,"Tầng 1, Big C Thăng Long, 222 Trần Duy Hưng",Quận Cầu Giấy,Hà Nội,7.2,7.1,6.9,6.9,6.8
677252,7.0,"Tầng 1, Big C Thăng Long, 222 Trần Duy Hưng",Quận Cầu Giấy,Hà Nội,7.2,7.1,6.9,6.9,6.8
196065,5.2,29 Nguyễn Khánh Toàn,Quận Cầu Giấy,Hà Nội,6.2,5.6,5.0,4.9,4.2
867307,7.5,5 Nhà A12 Ngõ 215 Trần Quốc Hoàn,Quận Cầu Giấy,Hà Nội,8.0,7.9,7.3,7.2,7.1
867307,7.5,5 Nhà A12 Ngõ 215 Trần Quốc Hoàn,Quận Cầu Giấy,Hà Nội,8.0,7.9,7.3,7.2,7.1
867307,7.5,5 Nhà A12 Ngõ 215 Trần Quốc Hoàn,Quận Cầu Giấy,Hà Nội,8.0,7.9,7.3,7.2,7.1
913876,3.1,98A Ngõ 68 Cầu Giấy,Quận Cầu Giấy,Hà Nội,3.5,3.3,3.2,2.9,2.8
804664,7.9,"89 Nguyễn Khang, P. Trung Hòa",Quận Cầu Giấy,Hà Nội,8.4,8.2,8.0,7.4,7.4
804664,7.9,"89 Nguyễn Khang, P. Trung Hòa",Quận Cầu Giấy,Hà Nội,8.4,8.2,8.0,7.4,7.4
804664,7.9,"89 Nguyễn Khang, P. Trung Hòa",Quận Cầu Giấy,Hà Nội,8.4,8.2,8.0,7.4,7.4
804664,7.9,"89 Nguyễn Khang, P. Trung Hòa",Quận Cầu Giấy,Hà Nội,8.4,8.2,8.0,7.4,7.4
913876,3.1,98A Ngõ 68 Cầu Giấy,Quận Cầu Giấy,Hà Nội,3.5,3.3,3.2,2.9,2.8
913876,3.1,98A Ngõ 68 Cầu Giấy,Quận Cầu Giấy,Hà Nội,3.5,3.3,3.2,2.9,2.8
913876,3.1,98A Ngõ 68 Cầu Giấy,Quận Cầu Giấy,Hà Nội,3.5,3.3,3.2,2.9,2.8
913876,3.1,98A Ngõ 68 Cầu Giấy,Quận Cầu Giấy,Hà Nội,3.5,3.3,3.2,2.9,2.8
913876,3.1,98A Ngõ 68 Cầu Giấy,Quận Cầu Giấy,Hà Nội,3.5,3.3,3.2,2.9,2.8
196065,5.2,29 Nguyễn Khánh Toàn,Quận Cầu Giấy,Hà Nội,6.2,5.6,5.0,4.9,4.2
196065,5.2,29 Nguyễn Khánh Toàn,Quận Cầu Giấy,Hà Nội,6.2,5.6,5.0,4.9,4.2
1013764,8.2,119 Ngõ 79 Cầu Giấy,Quận Cầu Giấy,Hà Nội,8.9,8.8,8.5,7.6,7.4
1013764,8.2,119 Ngõ 79 Cầu Giấy,Quận Cầu Giấy,Hà Nội,8.9,8.8,8.5,7.6,7.4
1013764,8.2,119 Ngõ 79 Cầu Giấy,Quận Cầu Giấy,Hà Nội,8.9,8.8,8.5,7.6,7.4
712541,6.2,2 Ngõ 86 Hoàng Ngân,Quận Cầu Giấy,Hà Nội,7.5,6.5,6.5,6.0,4.5
693133,6.7,B1 Ngõ 100 Trung Kính,Quận Cầu Giấy,Hà Nội,7.0,6.8,6.8,6.5,6.3
933618,8.9,105 Trung Hòa,Quận Cầu Giấy,Hà Nội,9.3,9.2,8.8,8.7,8.3
933618,8.9,105 Trung Hòa,Quận Cầu Giấy,Hà Nội,9.3,9.2,8.8,8.7,8.3
659857,7.7,77 Trung Hòa,Quận Cầu Giấy,Hà Nội,8.2,7.9,7.8,7.5,7.3
659857,7.7,77 Trung Hòa,Quận Cầu Giấy,Hà Nội,8.2,7.9,7.8,7.5,7.3
659857,7.7,77 Trung Hòa,Quận Cầu Giấy,Hà Nội,8.2,7.9,7.8,7.5,7.3
41014,7.1,1 Trần Quốc Vượng,Quận Cầu Giấy,Hà Nội,7.4,7.2,7.1,7.0,6.6
99015,7.8,1 Phùng Chí Kiên,Quận Cầu Giấy,Hà Nội,8.0,7.9,7.9,7.7,7.4
762583,7.9,"2/421 Hoàng Quốc Việt, P. Nghĩa Tân",Quận Cầu Giấy,Hà Nội,8.3,8.2,8.0,7.6,7.3
762583,7.9,"2/421 Hoàng Quốc Việt, P. Nghĩa Tân",Quận Cầu Giấy,Hà Nội,8.3,8.2,8.0,7.6,7.3
762583,7.9,"2/421 Hoàng Quốc Việt, P. Nghĩa Tân",Quận Cầu Giấy,Hà Nội,8.3,8.2,8.0,7.6,7.3
1002194,8.9,1H14 Ngõ 130 Xuân Thủy,Quận Cầu Giấy,Hà Nội,9.0,9.0,9.0,9.0,8.5
222915,6.2,"30 Nguyễn Phong Sắc, P. Dịch Vọng",Quận Cầu Giấy,Hà Nội,7.0,6.4,6.0,6.0,5.7
762583,7.9,"2/421 Hoàng Quốc Việt, P. Nghĩa Tân",Quận Cầu Giấy,Hà Nội,8.3,8.2,8.0,7.6,7.3
951431,6.7,"24T1B KĐT Trung Hoà - Nhân Chính, Hoàng Đạo Thúy",Quận Cầu Giấy,Hà Nội,7.5,7.3,6.3,6.3,6.0
97037,7.5,4 Trần Duy Hưng,Quận Cầu Giấy,Hà Nội,7.8,7.6,7.4,7.4,7.2
1024204,7.6,"18 Khu B, Ô A10 KĐT Nam Trung Yên",Quận Cầu Giấy,Hà Nội,8.0,8.0,7.7,7.7,6.7
1024204,7.6,"18 Khu B, Ô A10 KĐT Nam Trung Yên",Quận Cầu Giấy,Hà Nội,8.0,8.0,7.7,7.7,6.7
222915,6.2,"30 Nguyễn Phong Sắc, P. Dịch Vọng",Quận Cầu Giấy,Hà Nội,7.0,6.4,6.0,6.0,5.7
222915,6.2,"30 Nguyễn Phong Sắc, P. Dịch Vọng",Quận Cầu Giấy,Hà Nội,7.0,6.4,6.0,6.0,5.7
1030234,7.3,103A C3 Nghĩa Tân,Quận Cầu Giấy,Hà Nội,7.8,7.6,7.2,7.0,7.0
762583,7.9,"2/421 Hoàng Quốc Việt, P. Nghĩa Tân",Quận Cầu Giấy,Hà Nội,8.3,8.2,8.0,7.6,7.3
1030234,7.3,103A C3 Nghĩa Tân,Quận Cầu Giấy,Hà Nội,7.8,7.6,7.2,7.0,7.0
99015,7.8,1 Phùng Chí Kiên,Quận Cầu Giấy,Hà Nội,8.0,7.9,7.9,7.7,7.4
99015,7.8,1 Phùng Chí Kiên,Quận Cầu Giấy,Hà Nội,8.0,7.9,7.9,7.7,7.4
99015,7.8,1 Phùng Chí Kiên,Quận Cầu Giấy,Hà Nội,8.0,7.9,7.9,7.7,7.4
99015,7.8,1 Phùng Chí Kiên,Quận Cầu Giấy,Hà Nội,8.0,7.9,7.9,7.7,7.4
99015,7.8,1 Phùng Chí Kiên,Quận Cầu Giấy,Hà Nội,8.0,7.9,7.9,7.7,7.4
99015,7.8,1 Phùng Chí Kiên,Quận Cầu Giấy,Hà Nội,8.0,7.9,7.9,7.7,7.4
99015,7.8,1 Phùng Chí Kiên,Quận Cầu Giấy,Hà Nội,8.0,7.9,7.9,7.7,7.4
227828,6.7,65 Quan Hoa,Quận Cầu Giấy,Hà Nội,7.1,7.1,6.7,6.7,6.3
227828,6.7,65 Quan Hoa,Quận Cầu Giấy,Hà Nội,7.1,7.1,6.7,6.7,6.3
227828,6.7,65 Quan Hoa,Quận Cầu Giấy,Hà Nội,7.1,7.1,6.7,6.7,6.3
891525,2.5,123 C5 Tô Hiệu,Quận Cầu Giấy,Hà Nội,3.1,3.0,2.6,2.0,1.8
891525,2.5,123 C5 Tô Hiệu,Quận Cầu Giấy,Hà Nội,3.1,3.0,2.6,2.0,1.8
891525,2.5,123 C5 Tô Hiệu,Quận Cầu Giấy,Hà Nội,3.1,3.0,2.6,2.0,1.8
41014,7.1,1 Trần Quốc Vượng,Quận Cầu Giấy,Hà Nội,7.4,7.2,7.1,7.0,6.6
41014,7.1,1 Trần Quốc Vượng,Quận Cầu Giấy,Hà Nội,7.4,7.2,7.1,7.0,6.6
912290,5.6,"88 Nghĩa Tân, P. Nghĩa Tân",Quận Cầu Giấy,Hà Nội,6.2,6.2,5.6,5.4,4.7
677252,7.0,"Tầng 1, Big C Thăng Long, 222 Trần Duy Hưng",Quận Cầu Giấy,Hà Nội,7.2,7.1,6.9,6.9,6.8
41014,7.1,1 Trần Quốc Vượng,Quận Cầu Giấy,Hà Nội,7.4,7.2,7.1,7.0,6.6
912290,5.6,"88 Nghĩa Tân, P. Nghĩa Tân",Quận Cầu Giấy,Hà Nội,6.2,6.2,5.6,5.4,4.7
912290,5.6,"88 Nghĩa Tân, P. Nghĩa Tân",Quận Cầu Giấy,Hà Nội,6.2,6.2,5.6,5.4,4.7
83084,8.4,Đầu Ngõ 106 Hoàng Quốc Việt ,Quận Cầu Giấy,Hà Nội,8.8,8.7,8.2,8.1,8.1
768387,7.5,6 Ngõ 63 Trần Quốc Vượng,Quận Cầu Giấy,Hà Nội,7.8,7.6,7.6,7.5,7.2
89371,6.3,104 C6 Tô Hiệu,Quận Cầu Giấy,Hà Nội,6.9,6.3,6.2,6.2,5.9
89371,6.3,104 C6 Tô Hiệu,Quận Cầu Giấy,Hà Nội,6.9,6.3,6.2,6.2,5.9
764355,6.5,311 Nguyễn Khang,Quận Cầu Giấy,Hà Nội,7.1,7.0,6.3,6.2,5.8
764355,6.5,311 Nguyễn Khang,Quận Cầu Giấy,Hà Nội,7.1,7.0,6.3,6.2,5.8
919480,7.1,Tầng 5 Vincom Center Trần Duy Hưng,Quận Cầu Giấy,Hà Nội,7.6,7.4,7.0,6.8,6.8
14170,5.5,337 Hoàng Quốc Việt,Quận Cầu Giấy,Hà Nội,6.0,6.0,5.7,5.4,4.6
89371,6.3,104 C6 Tô Hiệu,Quận Cầu Giấy,Hà Nội,6.9,6.3,6.2,6.2,5.9
89371,6.3,104 C6 Tô Hiệu,Quận Cầu Giấy,Hà Nội,6.9,6.3,6.2,6.2,5.9
95329,7.2,3 Chùa Hà,Quận Cầu Giấy,Hà Nội,8.4,7.6,7.6,6.3,6.2
1076109,9.8,36 Ngõ 260 Cầu Giấy,Quận Cầu Giấy,Hà Nội,10.0,10.0,10.0,10.0,9.0
95329,7.2,3 Chùa Hà,Quận Cầu Giấy,Hà Nội,8.4,7.6,7.6,6.3,6.2
768387,7.5,6 Ngõ 63 Trần Quốc Vượng,Quận Cầu Giấy,Hà Nội,7.8,7.6,7.6,7.5,7.2
800018,6.0,15 Ngõ 68 Cầu Giấy,Quận Cầu Giấy,Hà Nội,7.5,6.5,6.0,5.5,4.5
800018,6.0,15 Ngõ 68 Cầu Giấy,Quận Cầu Giấy,Hà Nội,7.5,6.5,6.0,5.5,4.5
643576,7.1,Ki Ốt 6 Cốm Vòng (Đối Diện 73 Cốm Vòng),Quận Cầu Giấy,Hà Nội,7.7,7.2,7.2,6.8,6.7
643576,7.1,Ki Ốt 6 Cốm Vòng (Đối Diện 73 Cốm Vòng),Quận Cầu Giấy,Hà Nội,7.7,7.2,7.2,6.8,6.7
712575,6.4,126 Nguyễn Khánh Toàn,Quận Cầu Giấy,Hà Nội,7.5,6.7,6.5,6.1,5.4
712575,6.4,126 Nguyễn Khánh Toàn,Quận Cầu Giấy,Hà Nội,7.5,6.7,6.5,6.1,5.4
925645,6.8,Ngõ 37 Trần Quốc Hoàn,Quận Cầu Giấy,Hà Nội,7.2,7.2,6.8,6.6,6.2
7385,7.7,85 Trần Duy Hưng,Quận Cầu Giấy,Hà Nội,8.1,8.1,7.8,7.8,7.0
50967,8.7,104 Trần Thái Tông,Quận Cầu Giấy,Hà Nội,9.3,9.0,8.9,8.6,7.5
904846,8.2,"L5-04B, Vincom Center Trần Duy Dưng",Quận Cầu Giấy,Hà Nội,8.5,8.5,8.4,8.0,7.4
643576,7.1,Ki Ốt 6 Cốm Vòng (Đối Diện 73 Cốm Vòng),Quận Cầu Giấy,Hà Nội,7.7,7.2,7.2,6.8,6.7
50967,8.7,104 Trần Thái Tông,Quận Cầu Giấy,Hà Nội,9.3,9.0,8.9,8.6,7.5
50967,8.7,104 Trần Thái Tông,Quận Cầu Giấy,Hà Nội,9.3,9.0,8.9,8.6,7.5
1063458,9.0,"62 Trần Thái Tông, P. Dịch Vọng Hậu",Quận Cầu Giấy,Hà Nội,10.0,10.0,9.0,8.5,7.5
39008,6.6,156A Hoàng Ngân,Quận Cầu Giấy,Hà Nội,7.0,6.9,6.7,6.6,6.0
149825,7.2,"Tầng 1, IPH Xuân Thủy, 239 Xuân Thủy",Quận Cầu Giấy,Hà Nội,7.5,7.5,7.5,7.3,6.2
7385,7.7,85 Trần Duy Hưng,Quận Cầu Giấy,Hà Nội,8.1,8.1,7.8,7.8,7.0
83084,8.4,Đầu Ngõ 106 Hoàng Quốc Việt ,Quận Cầu Giấy,Hà Nội,8.8,8.7,8.2,8.1,8.1
7385,7.7,85 Trần Duy Hưng,Quận Cầu Giấy,Hà Nội,8.1,8.1,7.8,7.8,7.0
7385,7.7,85 Trần Duy Hưng,Quận Cầu Giấy,Hà Nội,8.1,8.1,7.8,7.8,7.0
7385,7.7,85 Trần Duy Hưng,Quận Cầu Giấy,Hà Nội,8.1,8.1,7.8,7.8,7.0
7385,7.7,85 Trần Duy Hưng,Quận Cầu Giấy,Hà Nội,8.1,8.1,7.8,7.8,7.0
904846,8.2,"L5-04B, Vincom Center Trần Duy Dưng",Quận Cầu Giấy,Hà Nội,8.5,8.5,8.4,8.0,7.4
39008,6.6,156A Hoàng Ngân,Quận Cầu Giấy,Hà Nội,7.0,6.9,6.7,6.6,6.0
50967,8.7,104 Trần Thái Tông,Quận Cầu Giấy,Hà Nội,9.3,9.0,8.9,8.6,7.5
904846,8.2,"L5-04B, Vincom Center Trần Duy Dưng",Quận Cầu Giấy,Hà Nội,8.5,8.5,8.4,8.0,7.4
925645,6.8,Ngõ 37 Trần Quốc Hoàn,Quận Cầu Giấy,Hà Nội,7.2,7.2,6.8,6.6,6.2
904846,8.2,"L5-04B, Vincom Center Trần Duy Dưng",Quận Cầu Giấy,Hà Nội,8.5,8.5,8.4,8.0,7.4
712575,6.4,126 Nguyễn Khánh Toàn,Quận Cầu Giấy,Hà Nội,7.5,6.7,6.5,6.1,5.4
712575,6.4,126 Nguyễn Khánh Toàn,Quận Cầu Giấy,Hà Nội,7.5,6.7,6.5,6.1,5.4
712575,6.4,126 Nguyễn Khánh Toàn,Quận Cầu Giấy,Hà Nội,7.5,6.7,6.5,6.1,5.4
643576,7.1,Ki Ốt 6 Cốm Vòng (Đối Diện 73 Cốm Vòng),Quận Cầu Giấy,Hà Nội,7.7,7.2,7.2,6.8,6.7
149825,7.2,"Tầng 1, IPH Xuân Thủy, 239 Xuân Thủy",Quận Cầu Giấy,Hà Nội,7.5,7.5,7.5,7.3,6.2
149825,7.2,"Tầng 1, IPH Xuân Thủy, 239 Xuân Thủy",Quận Cầu Giấy,Hà Nội,7.5,7.5,7.5,7.3,6.2
685200,7.7,105B6 Nghĩa Tân,Quận Cầu Giấy,Hà Nội,8.6,8.5,7.8,7.0,6.8
685200,7.7,105B6 Nghĩa Tân,Quận Cầu Giấy,Hà Nội,8.6,8.5,7.8,7.0,6.8
149825,7.2,"Tầng 1, IPH Xuân Thủy, 239 Xuân Thủy",Quận Cầu Giấy,Hà Nội,7.5,7.5,7.5,7.3,6.2
643576,7.1,Ki Ốt 6 Cốm Vòng (Đối Diện 73 Cốm Vòng),Quận Cầu Giấy,Hà Nội,7.7,7.2,7.2,6.8,6.7
768387,7.5,6 Ngõ 63 Trần Quốc Vượng,Quận Cầu Giấy,Hà Nội,7.8,7.6,7.6,7.5,7.2
149825,7.2,"Tầng 1, IPH Xuân Thủy, 239 Xuân Thủy",Quận Cầu Giấy,Hà Nội,7.5,7.5,7.5,7.3,6.2
768387,7.5,6 Ngõ 63 Trần Quốc Vượng,Quận Cầu Giấy,Hà Nội,7.8,7.6,7.6,7.5,7.2
880763,2.8,Số 15 Ngõ 107 Trần Quốc Vượng,Quận Cầu Giấy,Hà Nội,4.4,4.0,3.4,1.2,1.0
904846,8.2,"L5-04B, Vincom Center Trần Duy Dưng",Quận Cầu Giấy,Hà Nội,8.5,8.5,8.4,8.0,7.4
92095,7.3,"Tầng 2, IPH, 241 Xuân Thủy",Quận Cầu Giấy,Hà Nội,8.8,7.5,7.0,6.9,6.4
891615,6.3,Đối Diện 50 Dương Khuê,Quận Cầu Giấy,Hà Nội,6.8,6.6,6.5,6.1,5.5
891615,6.3,Đối Diện 50 Dương Khuê,Quận Cầu Giấy,Hà Nội,6.8,6.6,6.5,6.1,5.5
1034051,10.0,"19A Ngõ 1 Nguyễn Thị Định, P Trung Hòa (Ngõ Bên Phải)",Quận Cầu Giấy,Hà Nội,10.0,10.0,10.0,10.0,10.0
770423,6.6,"T5 - 09 -10, Tầng 5, Toà Nhà Discovery Complex, 302 Cầu Giấy",Quận Cầu Giấy,Hà Nội,8.0,6.8,6.3,6.3,5.5
926227,9.0,"Tầng 5, K3-K4, Discovery Complex, 302 Cầu Giấy",Quận Cầu Giấy,Hà Nội,9.0,9.0,9.0,9.0,8.8
765139,7.9,"Tầng 5 Tòa Nhà Discovery Complex, 302 Cầu Giấy",Quận Cầu Giấy,Hà Nội,8.0,8.0,8.0,8.0,7.5
965572,8.9,17 Trung Kính,Quận Cầu Giấy,Hà Nội,9.1,9.0,8.9,8.9,8.7
965572,8.9,17 Trung Kính,Quận Cầu Giấy,Hà Nội,9.1,9.0,8.9,8.9,8.7
965572,8.9,17 Trung Kính,Quận Cầu Giấy,Hà Nội,9.1,9.0,8.9,8.9,8.7
965572,8.9,17 Trung Kính,Quận Cầu Giấy,Hà Nội,9.1,9.0,8.9,8.9,8.7
310179,6.6,26 Nguyễn Phong Sắc,Quận Cầu Giấy,Hà Nội,7.2,6.8,6.5,6.5,5.9
310179,6.6,26 Nguyễn Phong Sắc,Quận Cầu Giấy,Hà Nội,7.2,6.8,6.5,6.5,5.9
891615,6.3,Đối Diện 50 Dương Khuê,Quận Cầu Giấy,Hà Nội,6.8,6.6,6.5,6.1,5.5
